,Unnamed: 0,question_text,processed_question,cluster
49325,49325,지원자께선 수익과 사회 공헌 중 이 두 가치 중 조 더욱 중요하다고 생각하시는 가치는 무엇인가요 또한 그 이유도 말씀해 주세요,지원 수익 사회 공헌 중 이 두 가치 중 조 더욱 생각 가치 무엇 또한 그 이유 말씀,2
49326,49326,어떤 문제에 부딪쳤을 때 본인은 혼자 해결하는 편이신지 아니면 여러 사람들에게 이야기를 해서 해결하는 편이신지 궁금합니다,문제 때 본인 혼자 해결 편이 신지 여러 사람 이야기 해결 편이 신지,0
49327,49327,우리 회사의 다른 계열사도 많이 있습니다만 이 계열사에 지원하신 특별한 이유가 있으신가요 있다면 한번 들어보고 싶습니다,우리 회사 다른 계열 사도 이 계 열사 지원 이유 가요 한번 보고,4
49328,49328,입사 후에 쉬운 일과 어려운 일이 있을 때 본인이 이 일에 대한 분배를 어떻게 하실 건지 궁금합니다 어떻게 나눠서 처리하실 건가요,입사 후 일과 때 본인 이 일 대한 분배 처리 건가,4
49329,49329,협업을 할 일이 많이 생길 수 있는데 혹시 이전 직장에서나 대학에서 협업을 할 때 어려운 점은 없으셨습니까,협업 수 혹시 이전 직장 대학 협업 때 점,1
49330,49330,오늘 면접 준비하시느라 고생 많이 하셨습니다 어떤 방식으로 면접을 준비하셨나요,오늘 면접 준비 고생 방식 면접 준비,1
49331,49331,협업을 할 때 사교성이 좋은 편인지 궁금한데요 또 사교성을 키우기 위해서 어떤 노력을 하셨는지 이야기해 주시기 부탁드리겠습니다,협업 때 사교성 편 또 사교성 위해 노력 이야기 시기,6
49332,49332,만약 지원자분께서 본인의 직무와 받지 않는 일을 하시게 된다면 어떻게 하실지 궁금합니다 그래도 괜찮으신가요,만약 원자 본인 직무 일 가요,0
49333,49333,이제 면접에서 합격을 하시게 된다면 지원자님도 공공 기관에 직원이 되시는 건데요 공공 기관에 직원이 반드시 가져야 할 자세에 대해서 설명해 주시기 바랍니다,이제 면접 합격 원자 공공 기관 직원 건데 공공 기관 직원 반드시 자세 대해 설명 시기,1
49334,49334,본인이 직접 해외 출장 장소를 선택할 수 있다면 꼭 한번 가서 일해주고 싶은 나라가 있는지 궁금합니다,본인 직접 해외 출장 장소 선택 수 꼭 한번 일 나라,4
49335,49335,제도적 부패에 대해 지원자님은 어떻게 생각하시나요 그러한 제도적 부패에 대한 지원자님만의 대처 방법이 있나요,제도 부패 대해 원자 생각 제도 부패 대한 원자 대처 방법,4
49336,49336,본인이 생각할 때 남을 잘 이끄는 리더형과 남을 잘 따르는 팔로워형 중 본인은 어떤 유형이라고 생각하시는지 설명해 주시기 바랍니다,본인 생각 때 남 리더 남 팔로워 중 본인 유형 생각 설명 시기,2
49337,49337,만약 지원자분의 직무에 맞지 않는 일을 하시게 된다면 어떻게 하실지 궁금합니다 그래도 괜찮으신가요,만약 원자 직무 일 가요,0
49338,49338,회사에 입사를 하게 되면 중국으로 출장을 갈 수도 있습니다 지원자님께서는 중국 출장도 괜찮으실까요,회사 입사 중국 출장 수도 원자 중국 출장 요,4
49339,49339,일을 하면서 가장 어려울 것이라고 예상되는 것은 어떤 것인지 궁금한데요 또 그에 대해서 어떻게 대응하실 생각이신지도 함께 말씀해 주시길 바랍니다,일 가장 것 예상 것 것 또 그 대해 대응 생각 지도 말씀,2
49340,49340,여러 사람들과 일을 하다 보면 구성원들과의 갈등이 생길 수 있습니다 이처럼 갈등이 생길 때 어떻게 하실지 말해주세요,여러 사람 일 구성원 갈등 수 이처럼 갈등 때 말,1
49341,49341,면접자님께서 생각하시기에 자신의 노년은 어떤 모습이었으면 좋을 것 같습니까 이상적인 노년의 모습 말씀 부탁드리겠습니다,면접 자 생각 자신 노년 모습 것 이상 노년 모습 말씀,2
49342,49342,창의성과 팀워크 중에 더 중요한 것은 무엇이라고 생각하시나요 또 그렇게 생각하시는 근거도 함께 말씀해 주시길 바랍니다,창의성 팀워크 중 더 것 무엇 생각 또 생각 근거 말씀,2
49343,49343,본인은 남을 잘 이끄는 리더형이신가요 아니면 남을 잘 따르는 팔로워형이신가요 어떤 유형인지 이유는 무엇인지 설명해 주세요,본인 남 리더 가요 남 팔로워 가요 유형 이유 무엇 설명,1
49344,49344,지원자님은 본인이 교번 근무에 잘 적응할 수 있다고 생각을 하십니까 그렇다고 한다면 그 이유도 설명 부탁드립니다,원자 본인 교번 근무 수 생각 그 이유 설명,2
49345,49345,지원자분께서 가지고 있는 상위 일 퍼센트 정도의 능력이 있다면 그 능력에 대해 최대한 자세하게 말해 주세요,원자 가지 상위 일 퍼센트 정도 능력 그 능력 대해 최대한 말,1
49346,49346,지원자님이 역사 속에서 가장 존경하는 인물을 말씀해 주시고 그 인물을 가장 존경하는 이유도 함께 말씀해 주세요,원자 역사 속 가장 존경 인물 말씀 주시 그 인물 가장 존경 이유 말씀,1
49347,49347,일을 하다 보면 중국으로 출장을 갈 수도 있습니다 지원자님께서는 중국 출장도 괜찮으실까요,일 중국 출장 수도 원자 중국 출장 요,4
49348,49348,협업을 하는 과제와 혼자 하는 과제 중에 무엇을 더 선호하시는지 궁금합니다 또 그것을 더 선호하시는 이유도 함께 말씀해 주시길 바랍니다,협업 과제 혼자 과제 중 무엇 더 선호 또 그것 더 선호 이유 말씀,1
49349,49349,수익과 사회 공헌 중 어떤 가치를 더 중요하다고 생각하십니까 이유와 함께 말씀해 주시기 바랍니다,수익 사회 공헌 중 가치 더 생각 이유 말씀 시기,2
49350,49350,지원자님 성격의 장점 단점에 대해서 말해 주세요 구체적인 예시를 들어주시면 좋습니다,원자 성격 장점 단점 대해 말 구체 예시,1
49351,49351,최근에 재미있게 하고 있는 일이 무엇인지 궁금합니다 또 그 일이 재미있는 이유도 무엇인지 함께 설명해 주시기를 바랍니다,최근 무엇 또 그 이유 무엇 설명 시기,1
49352,49352,평소 지원자님께서는 직장을 선택할 때 가장 중요하게 생각하는 것은 무엇이었습니까 세 가지 정도만 말씀해 주시기 바랍니다,평소 원자 직장 선택 때 가장 생각 것 무엇 세 가지 정도 말씀 시기,2
49353,49353,일을 하다 보면 업무량이 과도하게 많아질 수 있습니다 그런 과도한 업무량도 잘 버틸 자신이 있으신지 여쭤보고 싶습니다,일 업 무량 과도 수 과도 업 무량 자신 신지 보고,4
49354,49354,우리 회사에 입사를 하게 되면 다른 지역에서 업무를 수행하게 될 수도 있습니다 지원자님은 타 지역 근무도 문제 없이 가능하십니까,우리 회사 입사 다른 지역 업무 수행 수도 원자 타 지역 근무 문제,4
49355,49355,오늘 면접을 준비하시느라 고생 많이 하셨습니다 어떻게 면접을 준비하셨는지 얘기해 주실 수 있나요,오늘 면접 준비 고생 면접 준비 얘기 수,1
49356,49356,회사에 입사하시면 중국으로 출장을 갈 일이 생길 수도 있습니다 중국 출장도 문제 없으실까요,회사 입사 중국 출장 수도 중국 출장 문제 요,4
49357,49357,업무를 하시게 된다면 연배가 있으신 분들을 상대할 일이 굉장히 많이 발생하게 되는데 지원자님께서는 이러한 경험을 혹시 한 적이 있으신가요 이러한 경험에 관해서 말씀해 주시겠어요,업무 연배 분 상대 발생 원자 경험 혹시 적 가요 경험 관해 말씀,1
49358,49358,외상 후 스트레스 장애 피티에스디라고 하죠 이 피티에스디에 대해서 설명해 주시고 이것을 극복할 수 있는 방법에 대해서도 말씀 부탁드리겠습니다,외상 후 스트레스 장애 피 티에스 디 이 피 티에스 디 대해 설명 주시 것 극복 수 방법 대해 서도 말씀,1
49359,49359,본인은 팀으로 일하는 것과 혼자 일하는 것 중에 무엇을 더 선호하시는지 궁금합니다 그리고 그 이유도 함께 말씀해 주시길 바랍니다,본인 팀 일 것 혼자 일 것 중 무엇 더 선호 그 이유 말씀,1
49360,49360,업무 중 스케줄에 없던 일이 생길 때가 많이 있습니다 이런 상황이 생긴다면 어떻게 대처하실 겁니까,업무 중 스케줄 때 상황 대처 겁,4
49361,49361,고객들이 불만을 쏟아내는 상황에서 지원자님께서는 어떻게 대처하시겠습니까 그렇게 대처하는 이유도 함께 말해 주세요,고객 불만 상황 원자 대처 대처 이유 말,4
49362,49362,지금까지의 자신의 인생에서 가장 힘들었던 경험은 무엇이었습니까 그리고 그것을 어떻게 극복하셨는지도 궁금합니다,지금 자신 인생 가장 경험 무엇 그것 극복,1
49363,49363,지금까지 속해 있었던 조직이나 단체 속에서 지원자님께서는 주로 어떤 역할을 하는 사람이었는지 말씀 부탁드리겠습니다,지금 해 조직 단체 속 원자 주로 역할 사람 말씀,1
49364,49364,공무원에게 특히 강조되는 공직 윤리는 무엇이라고 생각하시나요 지원자님이 가장 중요하다고 생각하는 한 가지만 골라서 이유와 함께 말씀해 주세요,공무원 강조 공직 윤리 무엇 생각 원자 가장 생각 가지 골 이유 말씀,2
49365,49365,일을 하다 보면 업무량이 과도하게 많아질 수도 있습니다 그러한 많은 업무량도 잘 버틸 자신이 있으신지 궁금합니다,일 업 무량 과도 수도 업 무량 자신 신지,4
49366,49366,본인이 생각할 때 지금까지 협업을 하면서 가장 어려웠던 점은 무엇이었습니까 또 그 어려움을 어떻게 해결했는지 함께 말씀해 주세요,본인 생각 때 지금 협업 가장 점 무엇 또 그 어려움 해결 말씀,2
49367,49367,다른 사람들이 생각하는 지원자님의 장점과 단점은 각각 무엇인지 말씀해 주시고 또 그렇게 생각하는 이유도 함께 말씀해 주세요,다른 사람 생각 원자 장점 단점 각각 무엇 말씀 주시 또 생각 이유 말씀,2
49368,49368,만약 지원자님께서 지금 지원하신 이 직무가 아닌 다른 부서에 배치가 된다면 어떻게 받아들이시겠습니까,만약 원자 지금 지원 이 직무 다른 부서 배치,0
49369,49369,전공과 관련해서 어떤 부족함을 느끼고 따로 공부를 시작한 분야가 있으신가요,전공 관련 부족함 공부 시작 분야 가요,3
49370,49370,지금까지 살아오면서 다양한 커뮤니케이션을 경험해 보셨을 텐데요 그 중 가장 어려웠다고 생각되는 경험이 있다면 한 가지만 골라서 말씀해 주세요,지금 커뮤니케이션 경험 그 중 가장 생각 경험 가지 골 말씀,1
49371,49371,지금까지 사람들과 협업을 하면서 가장 어려웠던 점이 있다면 무엇이었습니까 그리고 그것을 어떻게 극복했는지도 말씀해 주세요,지금 사람 협업 가장 점 무엇 그것 극복 말씀,1
49372,49372,만약에 공무를 수행하고 있는 중에 민원인께서 어 지원자님께 욕을 한다면 어떻게 대응을 하시겠는지요 또 왜 그렇게 대응하게 될는지도 함께 말씀해 주시면 좋겠습니다,만약 공무 수행 중 민원 원자 욕 대응 또 왜 대응 말씀 주시,4
49373,49373,입사 후 근무를 하시면서 정작 지원한 분야가 지원자분 본인과 잘 맞지 않는다는 사실을 알게 된다면 어떻게 하실 생각이신지 말해주세요,입사 후 근무 정작 지원 분야 원자 본인 사실 알 생각 신지 말,4
49374,49374,우리 회사에 입사를 했더니 업무 내용이나 강도가 지원자님께서 예상하셨던 것과 전혀 다를 수가 있습니다 그렇게 된다면 어떻게 대처하실지 궁금합니다,우리 회사 입사 업무 내용 강도 원자 예상 것 전혀 수가 대처,4
49375,49375,시간이 남을 때 무슨 일을 하시는지 그 일을 하는 이유는 무엇인지 설명해 주시기 바랍니다,시간 남 때 무슨 일 그 일 이유 무엇 설명 시기,1
49376,49376,외상 후 스트레스 장애라는 걸 들어보신 적이 있나요 피티에스디라는 것을 혹시 직접 경험해 보신 적이 있다면 이를 어떻게 극복하셨는지 어 예시를 한 번 들어서 설명해 주시겠어요,외상 후 스트레스 장애 걸 보신 적 피 티에스 디 것 혹시 직접 경험 보신 적 극복 예시 번 설명,1
49377,49377,살면서 가장 힘들었던 점이 무엇이었습니까 또 그 점을 극복하기 위해서 어떤 노력을 해왔는지 말씀해 주세요,가장 점 무엇 또 그 점 극복 위해 노력 말씀,6
49378,49378,과거에 프로젝트를 수행했던 경험이 있으신지 궁금합니다 있다면 프로젝트에 대해서 어떤 역할을 하셨었나요,과거 프로젝트 수행 경험 신지 프로젝트 대해 역할,1
49379,49379,지원자님께서는 협업을 할 때 사교성이 좋은 편이신지 궁금합니다 또 그러한 사교성을 키우기 위해서 어떤 노력을 지금까지 해 오셨나요,원자 협업 때 사교성 편이 신지 또 사교성 위해 노력 지금 해,6
49380,49380,원칙과 융통성 이 둘은 충돌하게 되는 일이 많이 있습니다 업무를 할 때 이 두 가지가 충돌하게 된다면 지원자님께서는 무엇을 우선 시하시는지 말씀해 주십시오,원칙 융통성 이 둘 충돌 업무 때 이 두 가지 충돌 원자 무엇 우선 시 말씀 시오,1
49381,49381,여러 사람들과 어울려서 함께 일을 하다 보면 종종 구성원들 사이에 갈등이 발생하기도 합니다 이럴 때 지원자님은 어떻게 해결하시나요,여러 사람 일 종종 구성원 사이 갈등 발생 때 원자 해결,0
49382,49382,글로벌 인재에게 필수인 요소는 무엇이고 면접자 분은 그것을 위해 어떤 노력을 하셨는지 이야기해 주세요,글로벌 인재 필수 요소 무엇 면접 분 그것 위해 노력 이야기,6
49383,49383,본인의 생각이 아닌 지원자님의 다른 주변 사람들이 생각하는 지원자님의 장점과 단점에 대해서 모두 한 번 말씀해 주시기 바랍니다,본인 생각 원자 다른 주변 사람 생각 원자 장점 단점 대해 모두 번 말씀 시기,2
49384,49384,지금까지 살아오면서 새로운 환경에서 전혀 몰랐던 일을 맡아서 한 경험이 있으신가요 있다면 소개 한 번 해 주시겠습니까,지금 환경 전혀 일 경험 가요 소개 번 해,1
49385,49385,일을 하다 보면 상사와 트러블이 생길 수 있는데 어떻게 할 생각이신가요 또 상사가 혼내면 기분 나쁘시지 않겠습니까,일 상사 트러블 수 생각 가요 또 상사 기분,4
49386,49386,지원자님께서는 본인이 직장을 선택할 때 가장 중요하게 생각하는 세 가지가 있다면 그것이 각각 무엇인지 설명해 주시기를 바랍니다,원자 본인 직장 선택 때 가장 생각 세 가지 그것 각각 무엇 설명 시기,2
49387,49387,지원자님께서는 공사와 공단의 차이점이 무엇인지 알고 계신가요 차이점을 최대한 자세하게 아시는 대로 말씀해 주세요,원자 공사 공단 차이점 무엇 알 차이점 최대한 아시 대로 말씀,1
49388,49388,고객을 대하는 일에 있어 지원자님께서 가지고 있는 일관된 신념이나 원칙이 있으십니까 신념이나 원칙이 있다면 무엇입니까 말씀해 주세요,고객 대하 일 원자 가지 일관 신념 원칙 신념 원칙 무엇 입 말씀,1
49389,49389,지금까지 인생을 살아오면서 무엇인가 하나에 푹 빠져서 몰두를 해 본 경험이 있으신가요 있다면 그것이 무엇인지 궁금합니다,지금 인생 무엇 하나 푹 몰두 해 경험 가요 그것 무엇,1
49390,49390,동물 실험이 인간에게 주는 이익에 대해서 설명해 주세요 동물 실험에 대한 지원자님의 생각도 궁금합니다,동물 실험 인간 이익 대해 설명 동물 실험 대한 원자 생각,2
49391,49391,이전 직장에서 본인 퇴사를 하신 후에 어 후회하신 적은 없는지 궁금합니다 있으시다면 왜였는지도 같이 말해 주세요,이전 직장 본인 퇴사 후 후회 왜 말,1
49392,49392,업무 시 분쟁이 발생했을 때를 대비한 지원자님만의 대처법이 있으신가요,업무 시 분쟁 발생 때 대비 원자 대처 법 가요,4
49393,49393,소통 능력을 키우기 위해서 어떤 일을 할 수 있을까요 생각나는 방법들을 자세하게 한 번 말씀해 주세요,소통 능력 위해 일 수 방법 번 말씀,6
49394,49394,이 직무에 지원한 이유가 무엇인지 말씀해 주시고요 본인이 왜 적합한 인재인지도 설명해 주시기 바랍니다,이 직무 지원 이유 무엇 말씀 본인 왜 인재 인지도 설명 시기,0
49395,49395,회사에 입사를 했더니 업무 내용이나 강도가 예상했던 것과 많이 다르다면 어떻게 하시겠습니까,회사 입사 업무 내용 강도 예상 것,4
49396,49396,그동안 살면서 다른 사람을 도왔던 경험이 있다면 가장 기억에 남는 일에 대해서 말씀해 주실 수 있나요,그동안 다른 사람 도 경험 가장 기억 일 대해 말씀 수,1
49397,49397,만약 지금 본인이 내일 죽는다는 사실을 알게 된다면 당장 무엇을 할 건가요 또 이 면접을 끝까지 보실 계획이신지도 궁금합니다,만약 지금 본인 내일 사실 알 당장 무엇 건가 또 이 면접 끝 계획 지도,4
49398,49398,지원자님이 우리 회사에 들어오게 된다면 가장 가고 싶은 부서은 어디인가요 그리고 왜 그렇게 생각하셨는지 이유도 함께 말씀해 주세요,원자 우리 회사 가장 부서 은 어디 왜 생각 이유 말씀,2
49399,49399,지원자님께서 특별히 가고 싶은 회사가 있으셨나요 특정 도메인에 중요하게 보시는지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보시는지가 궁금합니다,원자 회사 특정 도메인 회사 분위기 점 중점,4
49400,49400,지원자님은 자신이 팀장에 더 잘 맞을 것 같다고 생각을 하시나요 아니면 팀원에 더 잘 맞을 것 같다고 생각을 하시나요 이유도 함께 설명해 주세요,원자 자신 팀 더 것 생각 팀 더 것 생각 이유 설명,2
49401,49401,우리 회사에 들어오게 된다면 가장 가고 싶은 부서와 왜 그렇게 생각하셨는지 이유를 함께 말씀해 주시기 바랍니다,우리 회사 가장 부서 왜 생각 이유 말씀 시기,2
49402,49402,지원자님께서는 협업을 할 때 가장 중요하게 생각하시는 것이 무엇인지 궁금합니다 또 그것을 가장 중요하게 생각하시는 이유도 함께 말씀해 주시길 바랍니다,원자 협업 때 가장 생각 것 무엇 또 그것 가장 생각 이유 말씀,2
49403,49403,업무 중에 스케줄에는 없던 일들이 생길 일이 있습니다 이와 같은 상황에서 어떻게 대처하실지 궁금합니다,업무 중 스케줄 일 이 상황 대처,4
49404,49404,지원자분께서 지금 공부하고 있는 분야는 무엇인지 왜 그걸 공부하시는지 지금까지 무엇을 공부하셨는지 말해주세요,원자 지금 공부 분야 무엇 왜 공부 지금 무엇 공부 말,3
49405,49405,기차가 운행을 하다가 산사태로 삼십 분 동안 정차되었습니다 이때 본인이 관리 책임을 맡은 위치에 있다면 어떻게 해결하실 생각이신지 궁금합니다,기차 운행 산사태 삼십 분 동안 정차 때 본인 관리 책임 위치 해결 생각 신지,4
49406,49406,지금까지의 자신의 인생에서 무엇인가 하나에 푹 빠져서 몰두를 해 본 적이 있으신가요 있다면 그것이 무엇인지 궁금합니다,지금 자신 인생 무엇 하나 푹 몰두 해 적 가요 그것 무엇,1
49407,49407,지원자님은 어떤 문제에 부딪쳤을 때 혼자서 그것을 해소하는 편이신가요 아니면 여러 사람들에게 이야기를 해서 해결을 하는 편이신가요,원자 문제 때 혼자 그것 해소 편 가요 여러 사람 이야기 해결 편 가요,0
49408,49408,일을 하다 보면 고객을 응대할 일이 많은데요 고객 응대에 필요한 세 가지를 말씀해 보시고 그 이유도 함께 설명해 주세요,일 고객 응대 고객 응대 세 가지 말씀 보시 그 이유 설명,1
49409,49409,지원자님은 코레일과 국가철도공단의 차이점을 알고 계신가요 그렇다면 각각의 차이에 대해 상세하게 설명 부탁드립니다,원자 코레일 국가 철도 공단 차이점 알 각각 차이 대해 상세 설명,1
49410,49410,인생을 살면서 무엇인가 하나에 푹 빠져 몰두해 본 적이 있으신가요 있으시다면 그것이 무엇이었나요,인생 무엇 하나 푹 적 가요 그것 무엇,1
49411,49411,국가철도공단에서 앞으로 추진했으면 하는 사업이나 사회 공헌 활동이 있을까요 있다면 어떤 것들인지 말씀해 주시기 바랍니다,국가 철도 공단 앞 추진 사업 사회 공헌 활동 것 말씀 시기,1
49412,49412,팀 동료 가운데 열심히 해야지만 본인이 원하는 만큼 따라오지 못하는 팀 동료가 있다면 이런 경우 어떻게 하시겠습니까,팀 동료 가운데 본인 만큼 팀 동료 경우,4
49413,49413,본인이 지금까지 살면서 이룬 성과 중에 가장 큰 성과는 어떤 것이 있을까요 자랑 한 번 부탁드리겠습니다,본인 지금 성과 중 가장 성과 것 자랑 번,1
49414,49414,지원자분 본인만의 스트레스 해소법이 있으신지 얘기해 주시고 왜 그런 방법으로 스트레스를 해소하시는지도 함께 말해주세요,원자 본인 스트레스 해소 법 신지 얘기 주시 왜 방법 스트레스 해소 말,5
49415,49415,지원자님이 근무를 하고 있는데 흥분한 채로 계속 억지를 부리는 클라이언트가 있다면 지원자님께서는 어떻게 대처할 생각일까요 한번 말씀해 주시겠어요,원자 근무 채 계속 억지 클라이언트 원자 대처 생각 요 한번 말씀,4
49416,49416,지원자님이 공무원 일을 하기에 앞서서 과연 원하는 공무원의 모습은 어떤 모습인가요 본인이 원하는 공무원의 모습에 대해서 자세하게 한 번 설명해 주세요,원자 공무원 일 앞서서 과연 공무원 모습 모습 본인 공무원 모습 대해 번 설명,1
49417,49417,지금 공부하고 있는 분야는 무엇입니까 왜 그걸 공부하는지 지금까지 무엇을 배웠는지도 말씀해 주시기 바랍니다,지금 공부 분야 무엇 입 왜 공부 지금 무엇 말씀 시기,3
49418,49418,수업을 할 때 가장 중요하게 생각하시는 것은 무엇인가요 또 그것을 가장 중요하게 생각하시는 이유도 함께 말씀해 주시기를 바랍니다,수업 때 가장 생각 것 무엇 또 그것 가장 생각 이유 말씀 시기,2
49419,49419,지원자님은 국가철도공단이 앞으로 추진했으면 하는 사업이나 어떠한 사회 공헌 활동이 있을까요 있다면 어떤 게 있는지 말씀 부탁드려요,원자 국가 철도 공단 앞 추진 사업 사회 공헌 활동 게 말씀,1
49420,49420,소통 능력을 키우기 위해서 할 수 있는 노력에는 어떤 일들이 있을까요 생각나는 방법들을 한 번 얘기해 주세요,소통 능력 위해 수 노력 일 방법 번 얘기,6
49421,49421,오늘 면접 준비하느라고 고생을 많이 하셨을 텐데요 어떤 방식으로 면접을 준비하셨는지 말씀해 주십시오,오늘 면접 준비 고생 방식 면접 준비 말씀 시오,1
49422,49422,다른 지원자들에 비해서 지원자분 본인만이 가진 차별성이나 장점을 어필한다면 어떤 것이 있을까요,다른 원자 비 원자 본인 차별성 장점 어필 것,4
49423,49423,지원자님이 교번 근무에 잘 적응할 수 있다고 생각을 하십니까 그렇다면 그 이유도 같이 얘기해 주세요,원자 교번 근무 수 생각 그 이유 얘기,2
49424,49424,만약 지원자님이 해외로 파견 근무를 나가게 된다면 어느 나라에서 일을 하고 싶으신가요 이유도 함께 말씀해 주세요,만약 원자 해외 파견 근무 나라 일 가요 이유 말씀,4
49425,49425,일을 하다 보면 영어로 서류를 작성해야 될 때가 있습니다 지원자님께서는 영어로 서류를 작성하는데 문제가 없으십니까,일 영어 서류 작성 때 원자 영어 서류 작성 문제,4
49426,49426,다른 사람들이 생각하는 지원자님의 장점과 단점은 뭐라고 생각하시나요 그리고 그렇게 생각하는 이유도 함께 말씀해 주세요,다른 사람 생각 원자 장점 단점 생각 생각 이유 말씀,2
49427,49427,지원자분께서 인생을 살면서 무엇인가 하나에 푹 빠져서 몰두해 본 경험이 있으신지 궁금합니다 있다면 그것이 무엇일지 말해주세요,원자 인생 무엇 하나 푹 경험 신지 그것 무엇 일지 말,1
49428,49428,지원자님께서 그동안 살아오면서 다른 사람을 도왔던 경험 중에 가장 기억에 남는 경험이 있다면 어떠한 것인지 설명해 주시기 바랍니다,원자 그동안 다른 사람 도 경험 중 가장 기억 경험 것 설명 시기,1
49429,49429,인생을 살면서 무엇인가 하나에 푹 빠져서 몰두해 본 적이 있으셨나요 있다면 그것이 무엇인지 말씀해 주세요,인생 무엇 하나 푹 적 그것 무엇 말씀,1
49430,49430,소통 능력을 키우기 위해 본인이 무슨 일을 할 수 있다고 생각하시는지 궁금합니다 생각나는 방법들을 자세하게 한 번 말해 주세요,소통 능력 위해 본인 무슨 일 수 생각 방법 번 말,6
49431,49431,살면서 다양한 커뮤니케이션을 경험 경험해 보셨을 텐데요 그중에 가장 어려웠던 경험을 한 가지만 골라서 무엇인지 말씀해 주시기를 바랍니다,커뮤니케이션 경험 경험 중 가장 경험 가지 골 무엇 말씀 시기,1
49432,49432,지원자님 고객들이 불만을 쏟아내는 상황에서 지원자님께서는 어떻게 대처하시겠습니까 그렇게 대처하는 이유에 설명 부탁 말씀 드릴게요,원자 고객 불만 상황 원자 대처 대처 이유 설명 부탁 말씀,4
49433,49433,지원자님께서 평소에 특별히 가고 싶으신 회사가 있으신지 궁금합니다 있으시다면 특정 도메인이 중요한지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보시나요,원자 평소 회사 신지 특정 도메인 회사 분위기 점 중점,4
49434,49434,우리 회사에 입사를 해서 일을 하다 보면 다른 지역에서 업무를 수행하게 될 수도 있습니다 타 지역 근무도 문제 없이 가능하시겠습니까,우리 회사 입사 일 다른 지역 업무 수행 수도 타 지역 근무 문제,4
49435,49435,만약에 일을 하다가 직무가 적성에 맞지 않는다고 생각이 되신다면 어떻게 하시겠습니까 상황을 가정하고 말씀해 주세요,만약 일 직무 적성 생각 상황 가정 말씀,0
49436,49436,이 직무에 지원한 이유가 무엇인지 말씀을 해 주시고 지원자님께서 여기에 적합하다고 생각하시는지도 같이 말씀해 주세요,이 직무 지원 이유 무엇 말씀 해 주시 원자 여기 생각 말씀,2
49437,49437,지원자님께서는 본인 스스로가 교번 근무에 잘 적응할 수 있다고 생각을 하십니까 그렇다면 그 이유도 같이 얘기해 주세요,원자 본인 스스로 교번 근무 수 생각 그 이유 얘기,2
49438,49438,지금까지 직장이나 대학에서 프로젝트를 해 보셨다면 어떤 프로젝트를 해봤는지 생각나는 게 있으면 한 번 말씀해 주시기 바랍니다,지금 직장 대학 프로젝트 해 프로젝트 게 번 말씀 시기,1
49439,49439,만약에 지원자님이 매일 죽는다는 사실을 알게 되셨어요 그렇다고 하면 지금 당장 어떤 일을 할 것인가요,만약 원자 매일 사실 알 지금 당장 일 것,4
49440,49440,해외에 파견 근무를 나가게 되실 수도 있는데요 그렇다면 어느 나라에서 일을 하고 싶으신가요 또 그 이유도 말씀해 주시기 바랍니다,해외 파견 근무 수도 나라 일 가요 또 그 이유 말씀 시기,4
49441,49441,혹시 지금까지 살면서 인내심의 한계를 느껴본 적이 있나요 있다면 그게 어떤 경험이었는지 말씀해 주세요,혹시 지금 인내심 한계 적 그게 경험 말씀,1
49442,49442,무언가를 달성하기 위해서 본인의 목표를 세우시고 그렇게 열심히 노력해서 목표를 달성하신 경험이 있으신지 궁금합니다,무언가 달성 위해 본인 목표 노력 목표 달성 경험 신지,6
49443,49443,현대 사회에서 없어서는 안될 정말 중요하다고 생각하시는 직업 한 개만 말씀해 주세요,현대 사회 정말 생각 직업 개 말씀,2
49444,49444,만약 고객들이 불만을 쏟아내는 상황에서 지원자님은 어떻게 대처하시겠습니까 그렇게 대처하시는 이유도 함께 설명 부탁드립니다,만약 고객 불만 상황 원자 대처 대처 이유 설명,4
49445,49445,지원자분께서 지금껏 인생을 살아오시면서 가장 후회되는 일이 있다면 어떤 일일까요 한 가지만 이야기해 주세요,원자 지금껏 인생 가장 일일 가지 이야기,1
49446,49446,대한민국 금융정책기관으로서 신용보증기금이 확대해야 할 업무 영역은 무엇일까요,대한민국 금융정책 기관 신용 보증 기금 확대 업무 영역 무엇 요,4
49447,49447,일을 하다 보면 상사와 트러블이 생길 수 있는데 어떻게 할 것입니까 또 상사가 혼내면 기분 나쁘시지 않겠습니까,일 상사 트러블 수 것입 또 상사 기분,4
49448,49448,지원자님께서 태어나서 지금까지 한 일 가운데 가장 후회했던 일은 무엇이었습니까 한 가지만 골라서 말씀해 주시기 바랍니다,원자 지금 일 가운데 가장 후회 일 무엇 가지 골 말씀 시기,1
49449,49449,지원자분께서는 평소에 개인 작업을 많이 하시는 편인지 궁금합니다 그렇게 할 수 있는 원동력은 무엇인지도 얘기해 주세요,원자 평소 개인 작업 편 수 원동력 무엇 인지도 얘기,1
49450,49450,지원자님께서는 그동안 살아오면서 윤리적으로 행동했던 일이 있나요 있다면 그렇게 행동하신 이유도 함께 설명해 주세요,원자 그동안 윤리 행동 행동 이유 설명,4
