,question_text
57516,일을 하다 보면 상사분과 트러블 일이 생길 수 있습니다 이와 같은 상황에서 어떻게 하실지 또 상사가 혼내면 기분 나쁘시지는 않을지 궁금합니다
57517,최근에 가장 재미있게 하고 있는 일은 무엇이었나요 그리고 왜 그 일이 재미있는지 그 이유도 함께 설명해 주시겠어요
57518,지금부터 삼 년 뒤까지 삼 년 내에 주요 성장 계획이나 목표가 있으신지 궁금합니다 있다면 그것은 무엇인가요
57519,지원자님께서는 평소에 검색하실 때 어떤 검색을 왜 하시는 편인가요
57520,지원자분께서 만약 일을 하시던 도중에 직무가 적성에 맞지 않는다고 하면 어떻게 하고 싶으신지 궁금합니다 상황을 가정하고 이야기해 주세요
57521,면접자님께서는 팀으로 일을 하는 것과 혼자 일하는 것 중에 어느 것을 더 선호하시나요 그리고 그것을 선호하시는 이유는 무엇인가요
57522,과거에 직면했던 어려운 문제를 해결하기 위해서 어떤 아이디어를 제안해 보셨고 무엇을 하셨는지 그 과정에 대해서 말씀해 주세요
57523,최근 고령화 사회로 가면서 치매로 인한 문제가 많이 대두되고 있습니다 이에 대해 건보공단이 하는 일과 앞으로 개선할 방안에 대해 말씀 부탁드립니다
57524,지원자님은 어떤 문제에 부딪쳤을 때 혼자 해결하는 편이세요 아니면 여러 사람들에게 이야기를 하는 편이세요
57525,휴식을 취할 때는 주로 어떤 일들을 하시는지 궁금합니다 그리고 왜 그 일을 하는지 그 이유도 함께 설명해 주세요
57526,용접의 종류 및 특징에 대해 설명해 보시겠습니까
57527,지원자님께서 본인이 현재 가지고 있는 위치보다 어려운 목표를 달성하신 적이 있으신지 궁금합니다 그러한 경험에 대해서 구체적으로 말씀해 주시기 바랍니다
57528,직접 설계 할 수 있는 프로그램이 있으실까요 만약 있으시면 어떤 프로그램인지도 함께 설명해 주시겠습니까
57529,배달의 민족 앱을 사용하면서 서비스적인 부분에서 아쉬웠던 것이 있다면 어떠한 것인지 설명 바랍니다
57530,우리가 연구 개발을 할 때 가장 중요하게 생각해야 될 점은 무엇이고 또 지켜야 될 덕목에 대해서 말씀을 해 보시죠 그리고 각각의 순위를 매겨서 자세하게 말씀해 주시겠습니까
57531,스터디를 따로 하고 계신 것이 있으신가요 있다면 어떤 공부를 왜 하고 계신지도 말씀해 주세요
57532,지금까지 살아오시면서 가장 힘들었던 경험은 어떤 것이가 어떤 것인가요 또 그것을 어떤 방법으로 극복하셨는지도 함께 말씀해 주시기를 바랍니다
57533,시간이 촉박한 상황이 생기면 어떻게 시간 관리를 하시나요 지원자님의 시간 관리법이 알고 싶습니다
57534,이루고 싶은 인생의 목표가 있으십니까 있다면 왜 그것을 이루고 싶은지도 함께 말씀해 주십시오
57535,지원자분께서 무언가를 달성하시기 위해 목표를 세우고 이에서 삼 년 동안 열심히 노력해 그 목표를 달성하신 경험이 있으신지 궁금합니다
57536,지원자분께서 지금 공부하고 있는 분야는 무엇일지 궁금합니다 왜 그걸 공부하고 계시고 지금까지 무엇을 배우셨는지도 이야기해 주세요
57537,근무 중 분쟁이 발생할 때 대비한 본인만의 대처법이 있을까요 있다면 무엇인지 말씀해 주세요
57538,나만의 스트레스의 해소법이 있는지 있다면 왜 그런 방법으로 스트레스를 해소하는지 말씀해 주십시오
57539,저희 일은 일의 특성 상 야근이나 잔업 외근이 많아지게 될 수도 있습니다 혹시 그 부분도 괜찮으실까요
57540,지원자님께서 스터디를 따로 하고 계신 것이 있다면 어떠한 공부를 왜 하고 계시는지 설명 부탁드립니다
57541,이제까지 협업을 하면서 제일 어려웠던 점과 그 점을 어떤 방법으로 해결하셨는지 함께 얘기해 주세요
57542,일을 하다 보면 다른 지역에서 업무를 수행하게 될 수도 있는데요 혹시 타 지역 근무도 문제 없이 가능하신가요
57543,지금까지 살아오시면서 가장 힘들었던 경험은 무엇이었습니까 그것을 어떻게 극복하셨는지도 말씀해 주세요
57544,지원자님께서 특정 도메인이라던지 회사의 분위기라던지 회사를 지원할 때 중점적으로 보는 것들에 대해서 설명을 합니다
57545,일을 하다 보면 타 부서와 갈등 상황이 발생할 수도 있는데요 그러한 갈등 상황이 발생한다면 어떻게 해결하실 건가요 그러한 상황을 가정해서 말씀해 주시길 바랍니다
57546,업무 중 스케줄에 없던 일이 생길 때가 많이 있습니다 이런 상황이 생긴다면 어떻게 대처하실 건가요
57547,그동안 속해 있었던 조직 단체 속에서 지원자님께서는 주로 어떤 역할을 하는 사람이었는지 말씀해 주십시오
57548,만약 면접자님께서 지금 지원하신 이 업무가 아니라 다른 부서에 배치되게 된다면 어떻게 하실 건가요 혹시 그래도 괜찮으실까요
57549,저희 일의 특성 상 야근이나 잔업 외근이 많아질 수도 있는데요 그래도 괜찮으시겠습니까
57550,지원자분께서는 과거에 프로젝트를 수행하셨던 경험이 있으신지 궁금합니다 있으시다면 그 프로젝트 내에서 어떤 역할을 맡으셨는지 답변 부탁드립니다
57551,소통 능력을 키우기 위해서 어떤 일을 할 수 있습니까 생각나는 방법들을 자세히 한 번 말씀해 주시기 바랍니다
57552,지원자님께서 스스로 생각하시는 본인의 성격 상 장점과 단점에 대해서 각각 말씀해 주시길 바랍니다 어 구체적인 예시를 들어주셔도 좋을 것 같습니다
57553,열심히 하지만 본인이 원하는 만큼 따라오지 못하는 팀 동료들이 있을 수 있습니다 이럴 때는 어떻게 하시나요
57554,면접자님만의 스트레스 해소 방법이 있다면 그것이 무엇인지 말씀해 주시고 왜 그 방법으로 스트레스를 해소하시는지도 함께 얘기해 주세요
57555,마찰력이란 무엇일까요 마찰력에 대해서 설명해 주시겠어요
57556,여러 사람들과 함께 일을 하다 보면 구성원들과 갈등이 생길 일이 발생합니다 이럴 때 어떻게 해결하십니까
57557,오늘 면접 준비하느라고 고생을 많이 해 주셨을 텐데요 지원자님께서 어떤 방법으로 면접을 준비하셔 하셨는지 말씀해 주시기를 바랍니다
57558,기차가 운행 중 산사태로 인하여 삼십 분 동안 정차되었습니다 본인이 이때 관리 책임에 위치해 있다면 어떻게 조치 하시겠습니까
57559,면접자님이 다룰 수 있는 설계 프로그램이 있으신가요 어떤 프로그램을 다룰 수 있는지 그 프로그램에 대해서 설명해 주세요
57560,만약에 우리 회사에 들어온다면 앞으로 뭐 개발하거나 연구해 보고 싶다 라는 분야가 있으면 자세하게 한번 말씀을 해 보시구요 그 연구를 본인이 하고 싶은 이유에 대해서도 구체적으로 말씀을 해 보세요
57561,면접자님께서 본인이 교번 근무에 잘 적응할 수 있다고 생각하시나요 그렇다면 그렇게 생각하시는 근거는 무엇인가요
57562,지금까지 인생을 살면서 가장 후회되는 일이 있다면 어떤 일이십니까 한 가지만 말씀해 주십시오
57563,동물 실험이 인간에게 주는 이익에 대해서 말씀해 주세요 동물 실험에 대한 본인의 생각도 함께 말씀해 주시기 바랍니다
57564,기계를 설계할 때 고려할 점이 있나요 지원자님이 고려해야 할 점을 생각나는 대로 말씀해 주세요
57565,일을 하다 보면 자료를 문서화 할 일이 많은데요 문서화 작업이 왜 필요하다고 생각하시는지 말씀해 주세요
57566,면접자님께서는 본인이 현재 가지고 있는 위치보다 더 어려운 목표를 달성해 본 경험이 있으신가요
57567,베르누이 방정식이 무엇이고 건설 제조업 분야에서 어떻게 활용할 수 있는지 설명 부탁드리겠습니다
57568,지원자님께서 생각하는 기초 학문의 중요성에 관해 최대한 자세하게 설명을 해 주시겠습니까
57569,지원자님께서는 협업을 할 때 사교성이 좋은 편이신지 궁금한데요 또 그러한 사교성을 키우기 위해서 어떤 노력을 해 오셨는지 궁금합니다
57570,오늘 면접 준비하느라 고생 많이 하셨습니다 혹시 오늘 면접은 어떤 방식으로 준비하셨는지 말씀해 주실 수 있을까요
57571,우리 회사에 입사를 딱 했더니 업무 내용이나 강도가 예상했던 것과 전혀 다르다면 어떻게 하실 겁니까
57572,그동안 지원자님께서 인생에서 겪었던 갈등들 중에서 제일 심각하다고 생각한 갈등을 하나 골라서 설명 바랍니다
57573,다른 사람이 생각하는 지원자님의 장단점은 무엇이라고 생각하십니까 이유도 함께 제시해 주십시오
57574,지원자님께서는 평소에 검색을 하실 때 어떤 검색을 왜 하시는 편인지 답변해 주시기 바랍니다
57575,지원자님께서는 직장을 선택할 때 어떤 것들을 중요하게 생각하는지 궁금한데요 중요하게 생각하는 세 가지를 골라서 각각 설명해 주시면 감사하겠습니다
57576,본인의 장단점을 설명해 주세요 그리고 그것을 특화시키고 극복하기 위해 노력했던 부분도 함께 얘기해 주세요
57577,지원자님께서는 스트레스를 받으면 어떻게 하시나요 또 그런 방법으로 스트레스를 해소하시는 이유는 무엇인지도 함께 설명해 주시기를 바랍니다
57578,무언가를 달성하기 위해서 목표를 세워보고 이 삼 년 간 열심히 노력해서 그 목표를 달성해 본 경험이 있으신가요
57579,창의성과 팀워크 중 더 중요하게 생각하시는 것이 무엇인지 말씀해 주시고 그렇게 생각하시는 근거도 함께 얘기해 주세요
57580,일을 하게 되면 자료를 문서화 할 일이 많이 있습니다 문서화 작업이 왜 필요하다고 생각하시는지 말씀해 주십시오
57581,이루고 싶은 인생의 목표가 있으신가요 있다면 왜 그것을 이루고 싶은지도 함께 말씀해 주십시오
57582,업무를 하다 보면 중국으로 출장을 가게 될 일이 생길 수도 있는데 그럴 때 중국으로 출장을 가는 것도 괜찮으신가요
57583,지금 본인이 내일 죽는다는 사실을 알게 된다면 당장 무엇을 할 생각이십니까 이 면접을 끝까지 계속 보실 겁니까
57584,본인은 팀장에 더 잘 맞을 것 같은지 팀원에 더 잘 맞을 것 같은지 이유와 함께 말씀해 주세요
57585,지원자님은 스스로 생각하기에 남을 잘 이끄는 리더형과 남을 잘 따르는 팔로워형 중에서 어떤 유형에 속한다고 생각하시는지 답변 바랍니다
57586,만약 면접자님께서 지금 지원하신 이 업무가 아니라 다른 부서에 배치되게 된다면 어떻게 행동하실 건가요 그래도 괜찮으신가요
57587,평소에 지원자님께서는 개인 작업을 많이 하는 편이실 텐데요 그렇게 할 그렇게 한다면 그렇게 할 수 있는 원동력은 무엇인지 궁금합니다
57588,면접자님께서는 본인이 현재 가지고 있는 위치보다 더 어려운 목표를 달성해 본 경험이 있다면 그 경험에 대해서 얘기해 주세요
57589,커뮤니케이션을 잘 할 수 있는 본인만의 기술이 있다면 이 자리에서 직접 한번 보여주실 수 있을까요
57590,지원자님은 플레밍에 오른손 왼손 법칙에 대해서 알고 계신가요 알고 있다면 어떤 법칙인지 상세하게 얘기해 주세요
57591,현대 사회에서 없어서는 안 될 지원자님이 가장 중요하다고 생각하시는 직업을 한 가지만 말씀해 주시겠습니까
57592,기차가 운행 시 산사태로 삼십 분 동안 정차됐습니다 이때 면접자님께서 관리 책임의 위치에 있다면 어떻게 조치하실지 말씀 부탁드립니다
57593,현재 많은 대기업들이 해외 공장으로 이전하고 있습니다 이에 찬성 또는 반대 입장을 말씀하시고 이유도 함께 설명해 주세요
57594,이제까지 진행한 프로젝트들 가운데서 제일 기억에 남는 프로젝트가 있다면 그것이 어떤 점에서 기억에 남는지 말씀해 주시겠어요
57595,지원자분께서 이전 직장이나 혹은 대학교에서 어떤 프로젝트를 해 보셨는지 생각나는 게 있으시다면 이야기 해 주실 수 있으실까요
57596,논문이나 보고서 등과 같이 지원자님 자신의 관심사를 가장 잘 드러낼 수 있는 대표적인 학술 실적 한 가지만 소개해 주시기 바랍니다
57597,지금까지 여러 대외 활동을 경험하셨을 텐데 대외 활동에서 무엇을 배웠고 또 어떤 자세로 임하셨는지 말씀 부탁드립니다
57598,업무를 수행하면서 가장 어려울 것으로 예상되는 것은 무엇입니까 그리고 그에 어떻게 대처할 생각이신지도 말씀해 주세요
57599,커뮤니케이션을 잘 할 수 있는 본인만의 기술이 있다면 한번 소개해 주시겠어요 이 자리에서 직접 한번 보여주시면 더 좋겠습니다
57600,여러 사람들과 함께 일을 하다 보면 구성원들과 갈등이 생길 일이 발생합니다 이럴 때 어떻게 해결하십니까
57601,지원자님의 전공 연구 경험을 실생활에 응용하는 방안에 대해 생각이 있으시다면 설명해 주세요
57602,요즘 고령화 사회로 가면서 치매로 인한 문제가 대두되고 있습니다 이에 대해 면접자님이 생각하시기에 건보공단이 하는 일과 개선 방안에 대해 말씀 부탁드립니다
57603,최근에 가장 재미있게 하고 있는 일이 무엇인가요 그리고 그것은 왜 재미있는지 그 이유도 함께 얘기해 주세요
57604,마찰력에 대해 설명해 주시고 마찰력을 이용해 활용해 할 수 있는 작업의 예시를 몇 개만 들어 주시겠습니까
57605,기차가 운행 시 산사태로 삼십 분 동안 정차가 되었는데요 이때 관리 책임의 위치가 있다면 어떻게 조치하는 게 좋을까요
57606,지금 공부하고 있는 분야는 무엇인지 궁금합니다 그리고 그것을 공부하고 있는 이유는 무엇이며 지금까지 그것을 공부하면서 무엇을 배운 것인지도 설명해 주세요
57607,본인이 생각하기에 자신의 노년은 어떤 모습이었으면 좋겠습니까 이상적인 노년의 모습을 말씀해 주세요
57608,몇 년 전에 우버택시와 관한 논란이 있었던 것을 지원자님께서도 알고 계실 텐데요 지원자님께서는 그러한 찬반 양론에 대해서 각각 어떻게 생각하시나요
57609,내일 당장 본인이 죽게 된다는 사실을 알게 됐을 때 어떤 걸 할 것 같은지 이 면접을 끝까지 볼 것 같은지 설명해 주시기 바랍니다
57610,다른 사람이 생각하는 지원자님의 장단점은 무엇이라고 생각하십니까 이유도 함께 제시해 주십시오
57611,일을 하다 보면 상사와 트러블이 생길 수도 있습니다 만약 그런 상황이 발생한다면 지원자님은 어떻게 하시겠습니까 또 상사가 혼을 내면 기분 나쁘시지는 않을까요
57612,면접자분 과거 연구를 진행을 하셨었다면 연구 윤리를 준수하기 위해서는 어떤 노력을 하셨는지 경험이 있으시다면 그 부분에 대해서 좀 더 자세하고 길게 이야기를 해 주시기 바랍니다
57613,혹시 일을 하던 중 직무가 적성에 맞지 않는다면 어떻게 행동하실지 상황을 가정해 보고 말씀해 주시겠어요
57614,무언가를 달성하기 위해 목표를 세우고 이 삼 년간 열심히 노력해서 목표를 달성한 경험이 있으신가요
57615,입사 후 일을 하면서 정작 지원한 분야가 본인과 잘 맞지 않는다는 사실을 알게 된다면 어떻게 해야 하시겠습니까
57616,면접자님께서 가지고 계신 상위 일 퍼센트의 능력이 있다면 그 능력에 대해 최대한 자세하게 한번 설명해 보시겠어요
57617,이루고 싶은 인생의 목표가 있으신가요 있다면 왜 그것을 이루고 싶은지도 함께 말씀해 주십시오
57618,남들과 다른 본인만의 경쟁력을 말씀해 주세요 그리고 그 경쟁력을 키우기 위해 노력했던 부분도 함께 얘기해 주세요
57619,평소에 개인 작업을 많이 하시는 편이십니까 그렇다면 그렇게 할 수 있는 원동력은 무엇이라고 생각하십니까
57620,설계 분야에 다룰 수 있는 아주 자신 있게 다룰 수 있는 프로그램이 있으십니까 그럼 어떤 프로그램을 잘 다루는지 그 프로그램에 대해서 충분한 설명을 해 주십시오
57621,혹시 개인적이나 따로 팀을 꾸려서 현재 연구 하고 있는 프로젝트가 따로 있으세요 만약 있으시면 저희에게 무엇인지 좀 알려주실 수 있으실까요
57622,이루고 싶은 인생의 목표가 있으십니까 있다면 왜 그것을 이루고 싶은지도 함께 말씀해 주십시오
57623,얼마 전에 구급대원이 주취자에게 폭행을 당해서 순직을 당하는 일이 있었는데요 지원자님께서는 이 사건에 대해서 어떻게 생각하시는지 궁금합니다
57624,본인이 직접 해외 출장 장소를 선택할 수 있다면 꼭 한번 가서 일해보고 싶은 나라가 있으십니까
57625,태어나서 이제까지 한 일들 가운데서 제일 후회됐던 일이 무엇이었는지 한 가지만 골라서 말씀해 주시겠어요
57626,지원자분께서 일을 하시다 보면 영어로 서류를 작성해야 할 일이 생길 수 있습니다 영어로 서류를 작성하는 것이 괜찮으신지 궁금합니다
57627,이전 직장에서 퇴사한 후에 퇴사한 것을 후회하신 적은 없으신가요 있다면 왜인지도 함께 말씀해 주세요
57628,지원자님께서는 평소에 검색을 자주 하시는 편이신가요 그리고 그렇다면 그것을 하시는 이유는 무엇인지 궁금합니다
57629,만약 일을 하던 중 업무가 적성에 맞지 않는다면 어떻게 하실지 상황을 한번 가정해보고 말씀해 주시겠어요
57630,지원자님께서는 협업을 할 때 사교성이 좋은 편인지 궁금한데요 사교성을 키우기 위한 노력이 있다면 어떠한 것인지도 같이 말씀해 주시면 감사하겠습니다
57631,논문이나 보고서 등 자신의 관심사를 가장 잘 드러날 수 있게 하는 대표적인 학술 실적이 있다면 그 학술 실적은 어떤 것이 있는지 한 가지만 소개해 주시겠습니까
57632,사람들과 협업을 하면서 제일 어려웠던 점이 있다면 그것이 무엇이었는지 얘기해 주시고 그것을 어떤 방법으로 극복하셨는지도 함께 얘기해 주세요
57633,살면서 다양한 커뮤니케이션을 경험하셨을 텐데 그 중 가장 어려웠던 경험을 한 가지만 말씀해 주실 수 있나요
57634,열역학 영 법칙에 대해서 아는 대로 설명을 해 보시겠습니까
57635,조 원장님께서는 무언가를 달성하기 위해 목표를 세우고 이 년에서 삼 년 동안 열심히 노력해서 그러한 목표를 달성하신 경험이 있으신지 궁금합니다
57636,지원자님께서는 전공 연구 경험을 실생활에 응용하는 방안에 대해서 어떻게 생각하고 계십니까 그 생각에 대해서 자세하게 설명해 주시기 바랍니다
57637,수많은 자동차 관련 기술 중에서 지원자님이 생각하기에 가장 유망하다고 생각하는 기술이 있다면 어떤 것이 있을지 설명 부탁드리겠습니다
57638,어 지원자님께서 본인의 전공과 관련해서 최근에 부족하다고 느끼고 개인적으로 따로 공부를 하고 있는 분야가 있으신지 궁금합니다
57639,지원자님께서는 평소에 개인 작업을 많이 하시는 편이라면 그렇게 할 수 있는 원동력에 대해서도 설명 바랍니다
57640,본인의 생각이 아닌 지원자님의 다른 주변 사람들이 생각하는 지원자님의 단점과 장점을 모두 말씀해 주시기를 바랍니다
57641,만약 이 면접에서 최종 탈락하신다면 어떤 점이 부족해서 탈락했다고 생각을 하실지 말씀해 주십시오
57642,남들과 다른 본인만의 경쟁력을 설명해 주세요 그리고 경쟁력을 키우기 위해 어떤 노력을 해 보셨는지도 함께 얘기해 주세요
57643,지원자님께서 가지고 계신 상위 일 퍼센트의 능력이 있다면 그러한 능력을 최대한 자세하게 설명해 주시기를 바랍니다
57644,지금까지 협업을 진행하시면서 가장 어려웠던 것과 그 어려움을 어떻게 해결하셨는지 함께 말씀해 주시기 바랍니다
57645,남들과는 다른 자신만의 경쟁력을 설명해 주십시오 경쟁력을 키우기 위해서 어떤 노력을 했는지도 말씀해 주십시오
57646,시험 기간 시간을 촉박할 때 어떻게 시간 관리 하셨습니까 본인만의 시간 관리법을 말씀해 주시기 바랍니다
57647,근무하면서 가장 어려울 것으로 예상되는 것은 무엇입니까 그리고 그에 어떻게 대처할 생각이신지도 함께 말씀 부탁드립니다
57648,시간이 촉박한 상황이 생기게 되면 시간 관리를 어떻게 하시나요 면접자님의 시간 관리 방법에 대해서 말씀해 주시겠어요
57649,사람들과 협업을 하면서 가장 어려웠던 점이 있다면 무엇이었습니까 어떻게 극복했는지도 말씀해 주시기 바랍니다
57650,네이버 다음 구글의 검색을 비교해 보시고 각각 검색 엔진들의 차이점과 장점 그리고 단점을 설명해 주시기 바랍니다
57651,본인이 지금까지 살면서 이루어본 성과 중 가장 큰 성과는 무엇인가요 자랑 한번 해주세요
57652,이전 직장에서 퇴사한 다음 그 사실을 후회하신 적은 없나요 있다면 왜 후회하셨는지 그 이유도 함께 얘기해 주세요
57653,면접자께서는 마찰력에 대해 설명해 주시고 마찰력을 이용하거나 활용을 해 할 수 있는 작업의 예시를 몇 가지만 설명 부탁드리겠습니다
57654,만약 본인의 직무에 맞지 않는 일을 하게 된다면 어떻게 하시겠어요 그래도 괜찮으실까요
57655,이전 직장을 그만두게 된 특별한 계기가 있는지 궁금한데요 만약 같은 이유로 현 직장도 그만둘 가능성이 있나요
57656,지원자님께서 그동안 인생에서 겪었던 갈등들 중에서 가장 심각했던 갈등은 무엇이었습니까 한 가지만 골라서 말씀해 주십시오
57657,만약 타 부서와 갈등 상황이 생긴다면 어떻게 해결하시겠어요 상황을 가정하고 말씀해 주시기 바랍니다
57658,지원자님이 다룰 수 있는 프로그램이 있는지 말씀해 주시고 그 프로그램을 어느 수준으로 활용할 수 있는지도 궁금합니다
57659,현대에 있는 하루 평균 세 번 거짓말을 하고 산다고 하는데요 지원자님께서 해 본 가장 기억에 남는 거짓말은 무엇입니까
57660,주변 친구들 중 한 명을 골라 칭찬해 주시는데 이때 최대한 구체적이고 자세한 칭찬일수록 더욱 좋습니다
57661,일을 하다 보면 상사와 트러블이 생기게 될 수도 있습니다 그럴 때는 어떻게 하실 건가요 그리고 상사가 본인을 혼내면 기분 나쁘진 않을까요
57662,현재 많은 대기업들이 해외로 공장을 이전하고 있는 추세입니다 이에 찬성하십니까 반대하시나요 입장과 이유를 함께 말씀해 주세요
57663,얼마 전 구급대원이 주취자에게 폭행을 당해서 순직 당하는 일이 발생했습니다 이 사건에 대해서 어떻게 생각하십니까
57664,인생을 살면서 무엇인가 하나에 푹 빠져 몰두해 본 경험이 있으신가요 있다면 그것이 무엇인지 말씀해 주세요
57665,그동안 속해 있었던 조직 단체 속에서 지원자님께서는 주로 어떤 역할을 하는 사람이었는지 말씀해 주세요
57666,지원자님께서는 다룰 수 있는 프로그램이 있으십니까 만약 있으시다면 그 프로그램을 어느 정도에 수준으로 사용하실 수 있으신가요
57667,대학에서 배웠던 지원자 분의 전공 과목들 가운데에서 본인이 가장 기억에 남는 과목이 있다면 한 가지만 골라서 이야기해 주세요
57668,열심히 하지만 본인이 원하는 만큼 따라오지 못하는 팀 동료와 함께 일을 하게 된 경우 어떤 방식으로 대처를 하실 건가요
57669,이전 직장을 그만둔 특별한 이유가 있으신가요 그리고 현 직장도 같은 이유로 그만둘 가능성이 있습니까
57670,회사에 들어와서 선배를 만나게 된다면 어떤 모습의 선배를 만나고 싶으십니까 이유도 함께 제시해 주십시오
57671,면접자님께서는 본인이 교번 근무에 잘 적응할 수 있다고 생각하시나요 그렇다면 그렇게 생각하시는 근거는 무엇인가요
57672,본인이 지금까지 살면서 이룬 성과 중에서 가장 큰 성과는 무엇입니까 자랑 한번 해 주십시오
57673,우리 회사에 들어와서 본인이 하고 싶은 업무가 있으십니까 있으시다면 이유와 함께 말씀해 주시기 바랍니다
57674,지원자께서는 구조물을 설계할 때 고려해야 할 점은 무엇이라고 생각하시나요 고려해야 할 점을 생각나는 대로 설명 부탁드리겠습니다
57675,지원자님은 평소에 개인 작업을 많이 하시는 편인지 궁금한데요 많은 작업을 하시는 편이라면 그렇게 할 수 있는 원동력에 대해서도 말씀해 주시기 바랍니다
57676,최근 구급대원이 주취자에게 폭행을 당해 순직 당하는 일이 있었습니다 해당 사건에 대해 어떻게 생각하시나요
57677,혹시 스트레스를 받을 때는 어떻게 하시나요 그렇다면 왜 그런 방법으로 스트레스를 해소하는지도 함께 얘기해 주시겠어요
57678,공동체의 가치에 입각해서 무형문화유산의 보호에 있어서 적용될 만한 사회적 관념은 무엇이라고 생각하시는지 말씀해 주시기 바랍니다
57679,다른 사람이 생각하는 본인만의 장단점이 무엇이라고 생각하시는지 그 이유와 함께 얘기해 주세요
57680,이전 직장에서 퇴사한 다음 그것을 후회하신 적은 없나요 있다면 왜 후회하셨는지 그 이유도 함께 얘기해 주세요
57681,일을 하다 보면 상사와 트러블이 생기게 될 수도 있는데 그럴 때는 어떻게 할 것인가요 그리고 상사가 본인을 혼내면 그때 기분 나쁘진 않을까요
57682,지원자님의 생각이 아닌 지원자님의 주변 사람들이 이야기해 준 지원자님의 장단점에 대해서 말씀 부탁드립니다
57683,일을 하다 보면 타 지역에서 업무를 수행하게 될 수도 있는데요 어 지원자님께서는 그러한 타 지역 근무도 문제 없이 수행 가능하신지 여쭤보고 싶습니다
57684,면접자님께서는 본인이 교번 근무에 잘 적응할 수 있다고 생각하시나요 그렇게 생각하시는 근거는 무엇인가요
57685,본인이 직접 해외 출장 장소를 선택할 수 있다면 꼭 한번 가서 일해 보고 싶은 나라가 있으십니까
57686,최근에 본 뉴스들 가운데 가장 인상 깊었던 뉴스는 무엇이었습니까 무엇인지와 이유도 함께 말씀해 주십시오
57687,특별히 가고 싶은 회사가 있으십니까 특정 도메인이 중요한지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보시는지가 알고 싶습니다
57688,구체적으로 실무를 맡아서 진행을 하거나 연구를 해 본 경험 있으십니까 실무를 진행하거나 연구를 해 본 경험이 있다면 어떤 것을 느끼고 배웠습니까
57689,지원자님께서 평소에 개인 작업을 많이 하시는지 궁금한데요 만약 개인 작업을 많이 하신다면 그렇게 할 수 있는 원동력은 무엇일까요
57690,면접자님의 십 년 후 미래는 어떨 것 같아요 우선 저희 회사에 계속 다니고 계실지 궁금합니다
57691,만약 지원자님의 직무에 맞지 않는 일을 해야 한다면 어떻게 하실 것 같은지 지원자님께서는 할 수 있을 것 같은지 설명 바랍니다
57692,혹시 일을 하던 중 업무가 적성에 맞지 않는다면 어떻게 하실 건가요 상황을 가정해 보고 말씀해 주시겠어요
57693,지원자님은 연구 개발 업무를 수행함에 있어 무엇을 연구하고 개발하는 일에 대해 근본적으로 어떤 생각을 갖고 계신지 지원자님의 생각을 말씀해 주세요
57694,지원자님께서는 소통 능력을 키우기 위해서 어떤 일을 할 수 있다고 생각하는지 생각나는 방법들 모두 설명 바랍니다
57695,지원자님께서 생각하시는 기초 학문의 중요성에 대해서 최대한 자세하게 설명해 주실까요
57696,무언가를 달성하기 위해서 목표를 세워보고 이 삼 년 간 열심히 노력해서 그 목표를 달성해 본 경험이 있으신가요
57697,과거 프로젝트를 수행했던 경험이 있는지 궁금한데요 있다면 프로젝트 내에서 어떠한 역할을 맡으셨습니까
57698,입사 후에 일을 하면서 정작 지원한 분야가 본인과 잘 맞지 않는다는 사실을 알게 되면 어떻게 하시겠습니까
57699,지원자님이 생각하기에 자동차 관련 기술들 중에서 가장 유망하다고 생각되는 기술에 대해서 설명 부탁드리겠습니다
57700,지원자님께서는 평소에 개인 작업을 많이 하시는 편인지 궁금한데요 만약 개인 작업을 많이 하시는 편이라면 그렇게 할 수 있는 원동력에 대해서 설명해 주시기 바랍니다
57701,과거에 프로젝트를 수행하신 경험이 있으신지 궁금합니다 있다면 해당 프로젝트 내에서 지원자님께서는 어떤 역할을 맡으셨나요
57702,협업을 하실 때 사교성이 좋은 편이신지 궁금합니다 사교성을 키우기 위해 어떤 노력들을 하셨나요
57703,대학에서 배운 전공 과목들 가운데 가장 기억에 남는 과목은 무엇입니까 한 가지만을 선택해서 말씀해 주시기 바랍니다
57704,지원자분께서는 회사의 덕목이 무엇이라고 생각하시는지 궁금합니다 주로 어떤 회사가 본인에게 좋은 회사라고 생각되시는지 말해주세요
57705,그 용접할 경우 그 용접의 종류나 특징에 대해서 아시고 계신 대로 말씀해 주시겠습니까
57706,시간이 남을 때는 주로 무슨 일을 하시나요 그리고 그 일을 하는 이유는 무엇인지 설명해 주실 수 있을까요
57707,지원자님께서 생각하시기에 아이패드와 맥북 그리고 에어팟 제트플립 등과 같이 시장에서 관심을 받는 제품들에 특징은 무엇이라고 생각하시는지 설명해 주시기 바랍니다
57708,일을 하다 보면 상사와 트러블이 생기게 될 수도 있는데 그럴 때 어떻게 할 것인가요 그리고 상사가 본인을 혼내면 기분 나빠하진 않을까요
57709,이제까지 속해 있었던 조직이나 단체에서 본인이 주로 어떤 역할을 하는 사람이었는지 설명해 주시겠어요
57710,만약 다른 부서와 갈등 상황을 일으키게 된다면 어떻게 해결하실 것 같은지 상황을 가정하고 답변해 주시기 바랍니다
57711,입사 후에 쉬운 일과 어려운 일이 있을 때 해당 일에 대한 분배를 어떻게 하시겠습니까 어떻게 나눠서 처리할 생각이신지 말씀해 주세요
